track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
verify-only,json-canon,verify,array-2048,valid,2,2,2,6.640911,6.838780,6.856368,6.640911,5.497500,3.308500,7440.000000,14.218355
verify-only,json-canon-rs,verify,array-2048,valid,2,2,2,7.413040,7.452114,7.455588,7.413040,5.399500,3.923500,7120.000000,12.723874
verify-only,schubfach,verify,array-2048,valid,2,2,2,4.864593,5.007951,5.020694,4.864593,3.707500,3.046500,6720.000000,19.409761
verify-only,schubfach-rs,verify,array-2048,valid,2,2,2,5.826047,6.116563,6.142386,5.826047,3.842000,3.744500,6880.000000,16.239102
verify-only,json-canon,verify,array-256,valid,2,2,2,2.138749,2.434797,2.461112,2.138749,0.413000,1.766000,5120.000000,5.441199
verify-only,json-canon-rs,verify,array-256,valid,2,2,2,2.521913,2.898680,2.932170,2.521913,1.128500,1.456000,5200.000000,4.633003
verify-only,schubfach,verify,array-256,valid,2,2,2,1.838132,2.183517,2.214218,1.838132,0.383500,1.519500,4960.000000,6.463028
verify-only,schubfach-rs,verify,array-256,valid,2,2,2,2.619833,2.999553,3.033306,2.619833,1.354500,1.358500,4480.000000,4.452422
verify-only,json-canon,verify,canonical-minimal,valid,2,2,2,1.535559,1.767686,1.788320,1.535559,0.000000,1.582500,5440.000000,0.004474
verify-only,json-canon-rs,verify,canonical-minimal,valid,2,2,2,2.428439,2.502943,2.509565,2.428439,1.074000,1.424500,5440.000000,0.002752
verify-only,schubfach,verify,canonical-minimal,valid,2,2,2,1.501032,1.700296,1.718008,1.501032,0.286500,1.217500,5200.000000,0.004546
verify-only,schubfach-rs,verify,canonical-minimal,valid,2,2,2,1.983096,2.186188,2.204241,1.983096,0.902500,1.142500,5120.000000,0.003410
verify-only,json-canon,verify,control-escapes,valid,2,2,2,1.854298,1.886202,1.889038,1.854298,1.442500,0.479000,5120.000000,0.030355
verify-only,json-canon-rs,verify,control-escapes,valid,2,2,2,2.049442,2.319338,2.343328,2.049442,0.566500,1.569500,5440.000000,0.028055
verify-only,schubfach,verify,control-escapes,valid,2,2,2,1.515057,1.696228,1.712332,1.515057,0.000000,1.551500,4640.000000,0.037806
verify-only,schubfach-rs,verify,control-escapes,valid,2,2,2,1.775327,2.130515,2.162087,1.775327,1.190000,0.648500,5120.000000,0.033341
verify-only,json-canon,verify,deep-64,valid,2,2,2,1.276006,1.385576,1.395316,1.276006,0.000000,1.326000,5280.000000,0.384671
verify-only,json-canon-rs,verify,deep-64,valid,2,2,2,2.272562,2.320416,2.324670,2.272562,1.212500,1.133500,5040.000000,0.214137
verify-only,schubfach,verify,deep-64,valid,2,2,2,1.759896,1.762334,1.762551,1.759896,0.000000,1.820000,5520.000000,0.276366
verify-only,schubfach-rs,verify,deep-64,valid,2,2,2,2.013953,2.232180,2.251578,2.013953,0.580000,1.516000,5600.000000,0.245054
verify-only,json-canon,verify,escaped-key-order,valid,2,2,2,1.424146,1.670136,1.692002,1.424146,0.000000,1.468500,5600.000000,0.009038
verify-only,json-canon-rs,verify,escaped-key-order,valid,2,2,2,2.164325,2.451285,2.476792,2.164325,0.602000,1.653500,5760.000000,0.005855
verify-only,schubfach,verify,escaped-key-order,valid,2,2,2,1.600973,1.682657,1.689918,1.600973,0.000000,1.668000,5600.000000,0.007769
verify-only,schubfach-rs,verify,escaped-key-order,valid,2,2,2,1.670434,1.703217,1.706131,1.670434,0.582500,1.131000,4880.000000,0.007425
verify-only,json-canon,verify,long-string,valid,2,2,2,1.755165,2.009264,2.031850,1.755165,0.795000,1.054000,4640.000000,9.149359
verify-only,json-canon-rs,verify,long-string,valid,2,2,2,2.744176,2.795437,2.799994,2.744176,0.313000,2.515000,4800.000000,5.702937
verify-only,schubfach,verify,long-string,valid,2,2,2,1.871201,1.965597,1.973987,1.871201,0.000000,1.930500,5680.000000,8.386286
verify-only,schubfach-rs,verify,long-string,valid,2,2,2,2.390613,2.461474,2.467772,2.390613,1.062500,1.455500,4640.000000,6.550667
verify-only,json-canon,verify,nested-mixed,valid,2,2,2,1.221631,1.246847,1.249089,1.221631,0.000000,1.247500,5120.000000,0.038272
verify-only,json-canon-rs,verify,nested-mixed,valid,2,2,2,2.125755,2.425902,2.452582,2.125755,0.925000,1.274000,5440.000000,0.022538
verify-only,schubfach,verify,nested-mixed,valid,2,2,2,1.581582,1.634385,1.639079,1.581582,0.000000,1.620000,5280.000000,0.029587
verify-only,schubfach-rs,verify,nested-mixed,valid,2,2,2,1.931047,2.059235,2.070629,1.931047,0.000000,1.984500,5200.000000,0.024332
verify-only,json-canon,verify,numeric-boundary,valid,2,2,2,1.330620,1.466094,1.478136,1.330620,0.000000,1.384000,5600.000000,0.071149
verify-only,json-canon-rs,verify,numeric-boundary,valid,2,2,2,2.330240,2.399877,2.406067,2.330240,1.163500,1.250000,5520.000000,0.040152
verify-only,schubfach,verify,numeric-boundary,valid,2,2,2,1.677960,1.714537,1.717788,1.677960,0.000000,1.736500,5360.000000,0.055731
verify-only,schubfach-rs,verify,numeric-boundary,valid,2,2,2,2.127096,2.255710,2.267142,2.127096,0.315500,1.860500,5120.000000,0.044137
verify-only,json-canon,verify,rfc-key-sorting,valid,2,2,2,1.714970,1.808813,1.817155,1.714970,0.000000,1.754500,5440.000000,0.100467
verify-only,json-canon-rs,verify,rfc-key-sorting,valid,2,2,2,2.022334,2.338383,2.366477,2.022334,0.147500,1.947000,5440.000000,0.087522
verify-only,schubfach,verify,rfc-key-sorting,valid,2,2,2,1.192455,1.232051,1.235570,1.192455,0.000000,1.202500,5600.000000,0.144152
verify-only,schubfach-rs,verify,rfc-key-sorting,valid,2,2,2,1.981756,2.307914,2.336906,1.981756,0.282500,1.758500,4720.000000,0.089618
verify-only,json-canon,verify,small,valid,2,2,2,1.881403,1.896420,1.897755,1.881403,0.484000,1.457000,5600.000000,0.021291
verify-only,json-canon-rs,verify,small,valid,2,2,2,2.198630,2.407928,2.426532,2.198630,0.628500,1.633500,4800.000000,0.018424
verify-only,schubfach,verify,small,valid,2,2,2,1.226083,1.330667,1.339963,1.226083,0.588500,0.682500,5680.000000,0.032965
verify-only,schubfach-rs,verify,small,valid,2,2,2,2.222059,2.255132,2.258072,2.222059,0.301000,1.994000,5040.000000,0.018031
verify-only,json-canon,verify,surrogate-pair,valid,2,2,2,1.458481,1.732950,1.757348,1.458481,0.000000,1.521500,5120.000000,0.014359
verify-only,json-canon-rs,verify,surrogate-pair,valid,2,2,2,1.687004,1.752933,1.758793,1.687004,1.176000,0.562500,5280.000000,0.011894
verify-only,schubfach,verify,surrogate-pair,valid,2,2,2,1.118213,1.161144,1.164960,1.118213,0.000000,1.188000,5280.000000,0.017943
verify-only,schubfach-rs,verify,surrogate-pair,valid,2,2,2,1.904764,2.231200,2.260217,1.904764,0.292000,1.675000,5280.000000,0.010910
