timestamp,session_id,track,impl,mode,workload,case_id,class,run,ok,expected_ok,passes_oracle,exit_code,duration_ns,cpu_user_ns,cpu_system_ns,max_rss_kb,input_bytes,output_bytes,output_sha256,expected_sha256,stderr_excerpt,error_class,expected_error_class
2026-03-05T06:06:30.94881866Z,0,verify-only,json-canon,verify,surrogate-pair,WL-verify-surrogate-pair,valid,0,true,true,true,0,4331825,0,4297000,3520,21,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.953543092Z,1,verify-only,json-canon,verify,verify-whitespace,WL-verify-verify-whitespace,valid,1,true,true,true,0,4645532,796000,3982000,3680,17,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.959626346Z,1,verify-only,schubfach,verify,verify-whitespace,WL-verify-verify-whitespace,valid,1,true,true,true,0,6050870,2834000,3778000,3680,17,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.964010242Z,0,verify-only,schubfach,verify,canonical-minimal,WL-verify-canonical-minimal,valid,0,true,true,true,0,4358755,0,4444000,3680,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.966908055Z,0,verify-only,schubfach,verify,long-string,WL-verify-long-string,valid,0,true,true,true,0,2881412,0,2915000,3680,16403,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.970581967Z,1,verify-only,json-canon,verify,numeric-boundary,WL-verify-numeric-boundary,valid,1,true,true,true,0,3658008,0,3793000,3680,98,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.973104052Z,1,verify-only,json-canon,verify,small,WL-verify-small,valid,1,true,true,true,0,2509229,0,2574000,3680,42,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.975305647Z,0,verify-only,json-canon,verify,escaped-key-order,WL-verify-escaped-key-order,valid,0,true,true,true,0,2189072,0,2277000,3680,13,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.980076222Z,0,verify-only,json-canon,verify,array-256,WL-verify-array-256,valid,0,true,true,true,0,4751108,1985000,2977000,3680,11914,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.985284274Z,1,verify-only,schubfach,verify,array-256,WL-verify-array-256,valid,1,true,true,true,0,5185813,1108000,4433000,3680,11914,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.990092856Z,1,verify-only,schubfach,verify,numeric-boundary,WL-verify-numeric-boundary,valid,1,true,true,true,0,4776584,2563000,2563000,3840,98,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:30.99646869Z,0,verify-only,json-canon,verify,rfc-key-sorting,WL-verify-rfc-key-sorting,valid,0,true,true,true,0,6320190,2163000,4326000,3840,180,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.003967027Z,0,verify-only,json-canon,verify,unicode,WL-verify-unicode,valid,0,true,true,true,0,7460495,1757000,6151000,3840,96,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.012272987Z,1,verify-only,json-canon,verify,unicode,WL-verify-unicode,valid,1,true,true,true,0,8276546,1942000,6798000,3840,96,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.018432707Z,1,verify-only,json-canon,verify,escaped-key-order,WL-verify-escaped-key-order,valid,1,true,true,true,0,6130209,2170000,4340000,3840,13,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.024751835Z,1,verify-only,schubfach,verify,control-escapes,WL-verify-control-escapes,valid,1,true,true,true,0,6257109,2180000,4360000,3840,59,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.031949395Z,1,verify-only,schubfach,verify,unicode,WL-verify-unicode,valid,1,true,true,true,0,7172190,2151000,5379000,3840,96,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.035836843Z,1,verify-only,schubfach,verify,deep-64,WL-verify-deep-64,valid,1,true,true,true,0,3874446,1015000,3047000,3840,510,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.038821042Z,0,verify-only,schubfach,verify,unicode,WL-verify-unicode,valid,0,true,true,true,0,2978202,0,3124000,3840,96,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.041076074Z,0,verify-only,json-canon,verify,verify-whitespace,WL-verify-verify-whitespace,valid,0,true,true,true,0,2236734,0,2326000,3840,17,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.042535Z,1,verify-only,schubfach,verify,canonical-minimal,WL-verify-canonical-minimal,valid,1,true,true,true,0,1436925,0,1456000,3840,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
2026-03-05T06:06:31.044450883Z,0,verify-only,json-canon,verify,long-string,WL-verify-long-string,valid,0,true,true,true,0,1910799,0,1964000,3840,16403,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,ok\n,unknown,
