track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
verify-only,json-canon,verify,array-2048,valid,2,2,2,12.640377,14.792027,14.983285,12.640377,8.376000,7.632000,7270.000000,7.738571
verify-only,schubfach,verify,array-2048,valid,2,2,2,13.341435,14.529931,14.635575,13.341435,12.279000,5.636500,6880.000000,7.139603
verify-only,json-canon,verify,array-256,valid,2,2,2,4.501055,4.963773,5.004903,4.501055,2.101500,2.633000,4000.000000,2.557685
verify-only,schubfach,verify,array-256,valid,2,2,2,4.880437,7.635476,7.880369,4.880437,1.010500,4.223000,4160.000000,3.838036
verify-only,json-canon,verify,canonical-minimal,valid,2,2,2,3.168335,4.201875,4.293745,3.168335,0.000000,3.327500,4160.000000,0.002426
verify-only,schubfach,verify,canonical-minimal,valid,2,2,2,1.687304,1.741463,1.746277,1.687304,0.000000,1.750500,4000.000000,0.003961
verify-only,json-canon,verify,control-escapes,valid,2,2,2,4.041004,5.737015,5.887772,4.041004,0.444500,3.781500,4160.000000,0.017793
verify-only,schubfach,verify,control-escapes,valid,2,2,2,3.908803,4.395874,4.439169,3.908803,1.814000,2.275500,4320.000000,0.014676
verify-only,json-canon,verify,deep-64,valid,2,2,2,4.916834,7.161821,7.361375,4.916834,2.283000,2.828000,4160.000000,0.133204
verify-only,schubfach,verify,deep-64,valid,2,2,2,5.850554,9.421649,9.739079,5.850554,1.545000,4.066000,4160.000000,0.153940
verify-only,json-canon,verify,escaped-key-order,valid,2,2,2,1.509387,1.808911,1.835536,1.509387,0.000000,1.573500,4000.000000,0.008634
verify-only,schubfach,verify,escaped-key-order,valid,2,2,2,2.372336,2.969705,3.022804,2.372336,0.435500,2.041000,4160.000000,0.005670
verify-only,json-canon,verify,long-string,valid,2,2,2,2.423639,2.673861,2.696103,2.423639,1.026000,1.494000,4000.000000,6.540462
verify-only,schubfach,verify,long-string,valid,2,2,2,3.497801,5.018249,5.153400,3.497800,0.384500,3.243500,4160.000000,5.832957
verify-only,json-canon,verify,nested-mixed,valid,2,2,2,1.613727,1.995647,2.029595,1.613727,0.000000,1.683500,4000.000000,0.031109
verify-only,schubfach,verify,nested-mixed,valid,2,2,2,2.293186,2.867400,2.918441,2.293186,0.428000,1.953500,4240.000000,0.022088
verify-only,json-canon,verify,numeric-boundary,valid,2,2,2,4.592114,5.343843,5.410664,4.592114,0.000000,4.865000,4240.000000,0.021049
verify-only,schubfach,verify,numeric-boundary,valid,2,2,2,3.081201,3.438349,3.470095,3.081201,0.000000,3.218000,4240.000000,0.030844
verify-only,json-canon,verify,rfc-key-sorting,valid,2,2,2,5.250715,8.975441,9.306527,5.250715,0.822000,2.636000,4160.000000,0.086318
verify-only,schubfach,verify,rfc-key-sorting,valid,2,2,2,2.124763,2.154665,2.157323,2.124763,0.000000,2.222500,4080.000000,0.080811
verify-only,json-canon,verify,small,valid,2,2,2,2.651110,2.714681,2.720332,2.651110,0.000000,2.779500,4000.000000,0.015119
verify-only,schubfach,verify,small,valid,2,2,2,3.440809,4.981750,5.118723,3.440809,0.000000,3.616500,4160.000000,0.015472
verify-only,json-canon,verify,surrogate-pair,valid,2,2,2,1.952087,2.435519,2.478491,1.952087,0.000000,2.003500,3920.000000,0.011100
verify-only,schubfach,verify,surrogate-pair,valid,2,2,2,2.337997,2.477831,2.490261,2.337997,0.651000,1.810000,4000.000000,0.008604
verify-only,json-canon,verify,unicode,valid,2,2,2,2.809797,3.918824,4.017404,2.809797,0.924000,2.000000,3920.000000,0.040342
verify-only,schubfach,verify,unicode,valid,2,2,2,2.328242,2.985894,3.044352,2.328242,0.531500,1.914000,4000.000000,0.043619
verify-only,json-canon,verify,verify-whitespace,valid,2,2,2,3.606825,5.144110,5.280758,3.606825,0.564500,3.255000,4160.000000,0.005794
verify-only,schubfach,verify,verify-whitespace,valid,2,2,2,1.792445,2.244622,2.284816,1.792445,0.583000,1.247000,4000.000000,0.009816
