track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
e2e,json-canon,canonicalize,array-2048,valid,15,15,15,7.194629,8.250520,8.503964,7.341904,5.548733,3.686467,10088.000000,12.935565
e2e,schubfach,canonicalize,array-2048,valid,15,15,15,5.379246,6.192295,6.206476,5.465682,3.530400,2.811400,10088.000000,17.417040
e2e,json-canon,verify,array-2048,valid,15,15,15,7.083938,8.530207,8.625479,7.334914,6.332933,3.039933,10088.000000,12.954446
e2e,schubfach,verify,array-2048,valid,15,15,15,5.708341,6.608373,7.159810,5.707159,4.235667,3.227333,10088.000000,16.741757
e2e,json-canon,canonicalize,array-256,valid,15,15,15,2.272119,2.899117,2.937073,2.340350,0.859467,1.566200,10088.000000,4.981569
e2e,schubfach,canonicalize,array-256,valid,15,15,15,2.120894,2.439207,2.444738,2.025276,0.320067,1.781267,10088.000000,5.784231
e2e,json-canon,verify,array-256,valid,15,15,15,2.254755,2.629297,2.852915,2.212593,0.601333,1.673467,10088.000000,5.218187
e2e,schubfach,verify,array-256,valid,15,15,15,1.934394,2.410662,2.479480,1.915520,0.790333,1.191067,10088.000000,6.186250
e2e,json-canon,canonicalize,bad-literal,invalid,15,0,15,1.552030,1.904520,1.974012,1.486823,0.234267,1.305400,10088.000000,0.000000
e2e,schubfach,canonicalize,bad-literal,invalid,15,0,15,1.399318,1.694295,1.701941,1.401053,0.142133,1.300333,10088.000000,0.000000
e2e,json-canon,verify,bad-literal,invalid,15,0,15,1.519511,1.884003,1.901318,1.537955,0.440000,1.157333,10088.000000,0.000000
e2e,schubfach,verify,bad-literal,invalid,15,0,15,1.674428,1.857695,2.075453,1.541580,0.465933,1.137067,10088.000000,0.000000
e2e,json-canon,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.644666,1.811004,1.874843,1.574761,0.274600,1.365267,10088.000000,0.000000
e2e,schubfach,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.279957,1.705936,1.709828,1.318050,0.129067,1.234400,10088.000000,0.000000
e2e,json-canon,verify,bad-number-leading-zero,invalid,15,0,15,1.706732,1.825487,1.862872,1.562246,0.234800,1.386733,10088.000000,0.000000
e2e,schubfach,verify,bad-number-leading-zero,invalid,15,0,15,1.425037,1.721757,1.729624,1.412333,0.117400,1.344533,10088.000000,0.000000
e2e,json-canon,canonicalize,bad-unicode-escape,invalid,15,0,15,1.605746,1.982763,2.115727,1.562147,0.161467,1.451000,10088.000000,0.000000
e2e,schubfach,canonicalize,bad-unicode-escape,invalid,15,0,15,1.662207,1.778507,1.786860,1.553709,0.116200,1.501667,10088.000000,0.000000
