goos: linux
goarch: amd64
pkg: github.com/lattice-substrate/jcs-bench-lab/internal/apibench
cpu: 12th Gen Intel(R) Core(TM) i7-12700K
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     478	   2529736 ns/op	  39.10 MB/s	 4939283 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3798	    306155 ns/op	  38.91 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3486735	       352.9 ns/op	  19.84 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  814414	      1335 ns/op	  44.19 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32520	     36589 ns/op	  31.65 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-64-20            	   74845	     16217 ns/op	  31.45 MB/s	   26904 B/op	     387 allocs/op
BenchmarkAPICanonicalizeSchubfach/escaped-key-order-20  	 1671051	       714.4 ns/op	  25.20 MB/s	    1168 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/large-20              	     100	  11962355 ns/op	  38.75 MB/s	20914313 B/op	  204776 allocs/op
BenchmarkAPICanonicalizeSchubfach/long-string-20        	   15819	     75758 ns/op	 216.52 MB/s	   35948 B/op	      14 allocs/op
BenchmarkAPICanonicalizeSchubfach/medium-20             	    3564	    341980 ns/op	  40.18 MB/s	  618687 B/op	    6380 allocs/op
BenchmarkAPICanonicalizeSchubfach/mixed-prod-20         	    8996	    136926 ns/op	  41.28 MB/s	  256989 B/op	    2340 allocs/op
BenchmarkAPICanonicalizeSchubfach/nested-mixed-20       	  523863	      2213 ns/op	  22.14 MB/s	    4128 B/op	      45 allocs/op
BenchmarkAPICanonicalizeSchubfach/number-heavy-20       	   85436	     13730 ns/op	  10.20 MB/s	    4576 B/op	      60 allocs/op
BenchmarkAPICanonicalizeSchubfach/numeric-boundary-20   	   95629	     12683 ns/op	   7.73 MB/s	    3208 B/op	      38 allocs/op
BenchmarkAPICanonicalizeSchubfach/rfc-key-sorting-20    	  386800	      2976 ns/op	  67.88 MB/s	    4256 B/op	      47 allocs/op
BenchmarkAPICanonicalizeSchubfach/small-20              	  860551	      1238 ns/op	  36.34 MB/s	    2152 B/op	      22 allocs/op
