track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
e2e,json-canon,canonicalize,array-2048,valid,15,15,15,7.805282,8.482283,8.590793,7.622440,6.255000,3.378200,14393.333333,12.476728
e2e,json-canon-rs,canonicalize,array-2048,valid,15,15,15,4.527223,5.983186,6.084700,4.723715,3.816667,0.811467,14364.000000,20.399777
e2e,schubfach,canonicalize,array-2048,valid,15,15,15,5.652702,7.086337,7.235376,5.789559,3.536467,3.126000,14354.400000,16.563451
e2e,schubfach-rs,canonicalize,array-2048,valid,15,15,15,2.387238,3.148041,3.181362,2.535755,1.855133,0.569733,14154.133333,38.193248
e2e,json-canon,verify,array-2048,valid,15,15,15,7.338142,8.117954,8.237116,7.283009,5.480200,3.821933,14278.133333,13.016930
e2e,json-canon-rs,verify,array-2048,valid,15,15,15,4.514771,6.006398,6.251876,4.699467,3.884600,0.742733,14247.466667,20.449080
e2e,schubfach,verify,array-2048,valid,15,15,15,5.585578,7.252737,7.415994,5.851341,4.599533,3.097867,14091.733333,16.342064
e2e,schubfach-rs,verify,array-2048,valid,15,15,15,2.422578,3.194744,3.195437,2.480772,1.717867,0.705200,14263.200000,39.087935
e2e,json-canon,canonicalize,array-256,valid,15,15,15,2.058300,3.116810,3.172584,2.234030,0.932867,1.383867,14276.800000,5.238128
e2e,json-canon-rs,canonicalize,array-256,valid,15,15,15,1.064852,1.378118,1.385606,1.137675,0.400133,0.665133,14052.800000,10.239566
e2e,schubfach,canonicalize,array-256,valid,15,15,15,2.088980,2.430363,2.442823,2.039340,0.816200,1.293800,14420.800000,5.733063
e2e,schubfach-rs,canonicalize,array-256,valid,15,15,15,0.914484,0.997734,1.092187,0.890712,0.278667,0.555067,14195.466667,12.963140
e2e,json-canon,verify,array-256,valid,15,15,15,2.212247,2.947780,2.984798,2.397870,1.021867,1.461133,14435.466667,4.897392
e2e,json-canon-rs,verify,array-256,valid,15,15,15,1.342395,1.496459,1.590927,1.304941,0.997533,0.222333,14251.733333,8.834158
e2e,schubfach,verify,array-256,valid,15,15,15,2.264284,2.531872,2.595739,2.133863,0.651800,1.535800,14320.000000,5.492891
e2e,schubfach-rs,verify,array-256,valid,15,15,15,0.901149,1.039290,1.056252,0.882017,0.501267,0.308667,14276.800000,13.252102
e2e,json-canon,canonicalize,bad-literal,invalid,15,0,15,1.906213,2.370840,2.728766,1.979334,0.623400,1.361200,14330.933333,0.000000
e2e,json-canon-rs,canonicalize,bad-literal,invalid,15,0,15,0.635530,0.746578,0.803371,0.631490,0.266867,0.302133,14329.600000,0.000000
e2e,schubfach,canonicalize,bad-literal,invalid,15,0,15,1.343238,1.769928,1.781017,1.424992,0.273867,1.211067,14451.200000,0.000000
e2e,schubfach-rs,canonicalize,bad-literal,invalid,15,0,15,0.582976,0.660611,0.673472,0.594119,0.383867,0.154600,14405.600000,0.000000
e2e,json-canon,verify,bad-literal,invalid,15,0,15,1.817143,2.071653,2.239575,1.669318,0.326600,1.405467,14405.333333,0.000000
e2e,json-canon-rs,verify,bad-literal,invalid,15,0,15,0.636655,0.789945,0.847932,0.634604,0.278067,0.274600,14090.933333,0.000000
e2e,schubfach,verify,bad-literal,invalid,15,0,15,1.475638,1.830157,1.863951,1.482712,0.234933,1.301467,14474.933333,0.000000
e2e,schubfach-rs,verify,bad-literal,invalid,15,0,15,0.615705,0.704785,0.715493,0.614508,0.290333,0.258467,14243.733333,0.000000
e2e,json-canon,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.875597,2.088175,2.163412,1.773759,0.461267,1.375067,14264.533333,0.000000
e2e,json-canon-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.643858,0.687409,0.692689,0.617636,0.300067,0.256733,14330.933333,0.000000
e2e,schubfach,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.700716,1.905126,1.978010,1.599243,0.059267,1.594267,14143.466667,0.000000
e2e,schubfach-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.588811,0.656442,0.658082,0.578842,0.324600,0.187067,14251.733333,0.000000
e2e,json-canon,verify,bad-number-leading-zero,invalid,15,0,15,1.676981,1.997004,2.013154,1.569410,0.447733,1.185000,14240.000000,0.000000
e2e,json-canon-rs,verify,bad-number-leading-zero,invalid,15,0,15,0.641039,0.727867,0.768729,0.636814,0.177667,0.403800,14426.933333,0.000000
e2e,schubfach,verify,bad-number-leading-zero,invalid,15,0,15,1.675634,1.872855,1.876703,1.546427,0.184867,1.407867,14625.066667,0.000000
