timestamp,impl,mode,workload,class,run,ok,exit_code,duration_ns,cpu_user_ns,cpu_system_ns,max_rss_kb,input_bytes,output_bytes,output_sha256,stderr_excerpt,error_class_hint
2026-03-05T05:26:54.494104972Z,schubfach,canonicalize,bad-literal,invalid,0,false,2,1624402,0,1691000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.49544138Z,schubfach,canonicalize,bad-literal,invalid,1,false,2,1329845,0,1396000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.497146697Z,schubfach,canonicalize,bad-literal,invalid,2,false,2,1699807,0,1769000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.500175407Z,json-canon,canonicalize,bad-literal,invalid,0,false,2,1703107,0,1773000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.502041143Z,json-canon,canonicalize,bad-literal,invalid,1,false,2,1860417,1920000,0,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.503785104Z,json-canon,canonicalize,bad-literal,invalid,2,false,2,1739202,1793000,0,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.506962698Z,schubfach,verify,bad-literal,invalid,0,false,2,1389340,0,1392000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.508054407Z,schubfach,verify,bad-literal,invalid,1,false,2,1085288,0,1122000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.509767433Z,schubfach,verify,bad-literal,invalid,2,false,2,1707605,590000,1180000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.512584607Z,json-canon,verify,bad-literal,invalid,0,false,2,1348594,0,1418000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.51445143Z,json-canon,verify,bad-literal,invalid,1,false,2,1861182,1922000,0,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.516727169Z,json-canon,verify,bad-literal,invalid,2,false,2,2270179,0,2375000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:54.51998937Z,schubfach,canonicalize,bad-number,invalid,0,false,2,1338375,0,1353000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.521747896Z,schubfach,canonicalize,bad-number,invalid,1,false,2,1753245,917000,917000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.523801638Z,schubfach,canonicalize,bad-number,invalid,2,false,2,2048551,0,2123000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.527613345Z,json-canon,canonicalize,bad-number,invalid,0,false,2,1948117,0,2140000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.530220137Z,json-canon,canonicalize,bad-number,invalid,1,false,2,2599882,1377000,1377000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.53228813Z,json-canon,canonicalize,bad-number,invalid,2,false,2,2059981,0,2126000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.538514288Z,schubfach,verify,bad-number,invalid,0,false,2,3165916,0,3243000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.541362235Z,schubfach,verify,bad-number,invalid,1,false,2,2836108,0,2935000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.544746922Z,schubfach,verify,bad-number,invalid,2,false,2,3375804,0,3540000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.550009556Z,json-canon,verify,bad-number,invalid,0,false,2,2486283,1298000,1298000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.55331574Z,json-canon,verify,bad-number,invalid,1,false,2,3297736,0,3566000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.558562106Z,json-canon,verify,bad-number,invalid,2,false,2,5236241,941000,4707000,6880,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:54.568970946Z,schubfach,canonicalize,negative-zero,invalid,0,false,2,5967737,0,6243000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.574892135Z,schubfach,canonicalize,negative-zero,invalid,1,false,2,5902538,628000,5660000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.581097612Z,schubfach,canonicalize,negative-zero,invalid,2,false,2,6161836,0,6425000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.593805789Z,json-canon,canonicalize,negative-zero,invalid,0,false,2,6818660,0,7227000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.601366006Z,json-canon,canonicalize,negative-zero,invalid,1,false,2,7544134,1156000,6941000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.607373977Z,json-canon,canonicalize,negative-zero,invalid,2,false,2,5999217,1301000,5206000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.618463408Z,schubfach,verify,negative-zero,invalid,0,false,2,5451259,2465000,3287000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.623978958Z,schubfach,verify,negative-zero,invalid,1,false,2,5493941,1176000,4707000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.630937718Z,schubfach,verify,negative-zero,invalid,2,false,2,6916359,1648000,5768000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.643204144Z,json-canon,verify,negative-zero,invalid,0,false,2,6366975,3400000,3400000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.650764043Z,json-canon,verify,negative-zero,invalid,1,false,2,7540628,1987000,5962000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.656717106Z,json-canon,verify,negative-zero,invalid,2,false,2,5936884,1058000,5290000,6880,10,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: NUMBER_NEGZERO at byte 5: negative zero token is not allowed\n,unknown
2026-03-05T05:26:54.668446938Z,schubfach,canonicalize,single-quote,invalid,0,false,2,5356872,0,5729000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.673866758Z,schubfach,canonicalize,single-quote,invalid,1,false,2,5401490,1153000,4614000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.679389959Z,schubfach,canonicalize,single-quote,invalid,2,false,2,5504355,1968000,3937000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.692110559Z,json-canon,canonicalize,single-quote,invalid,0,false,2,6325630,955000,5734000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.69808221Z,json-canon,canonicalize,single-quote,invalid,1,false,2,5951802,2420000,4033000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.704715791Z,json-canon,canonicalize,single-quote,invalid,2,false,2,6618382,1004000,6024000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.716772374Z,schubfach,verify,single-quote,invalid,0,false,2,5809904,1756000,4390000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.723559037Z,schubfach,verify,single-quote,invalid,1,false,2,6767417,2349000,4698000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.73009635Z,schubfach,verify,single-quote,invalid,2,false,2,6517879,988000,5930000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.744238276Z,json-canon,verify,single-quote,invalid,0,false,2,7810412,0,8383000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:54.750294063Z,json-canon,verify,single-quote,invalid,1,false,2,6041379,3242000,3242000,6880,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
