track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
e2e,json-canon,canonicalize,array-2048,valid,3,3,3,27.920741,32.348254,32.741811,28.655152,24.053333,12.119333,8588.000000,3.330780
e2e,schubfach,canonicalize,array-2048,valid,3,3,3,23.687123,24.395041,24.457966,17.818593,10.708000,10.792000,8698.666667,8.549614
e2e,json-canon,verify,array-2048,valid,3,3,3,26.198613,34.041615,34.738771,22.901036,18.993333,9.824333,8670.666667,6.242053
e2e,schubfach,verify,array-2048,valid,3,3,3,22.882192,26.095350,26.380964,22.285455,20.072333,10.097000,8892.000000,4.356851
e2e,json-canon,canonicalize,array-256,valid,3,3,3,7.710565,9.720730,9.899412,7.313647,2.126333,5.625333,8809.333333,1.755654
e2e,schubfach,canonicalize,array-256,valid,3,3,3,7.504878,7.922660,7.959796,6.991525,1.765000,5.796000,8892.000000,1.668443
e2e,json-canon,verify,array-256,valid,3,3,3,5.484806,9.158862,9.485445,6.409334,3.762667,3.065667,8892.000000,1.993304
e2e,schubfach,verify,array-256,valid,3,3,3,8.114546,8.445793,8.475237,7.058787,1.282000,6.270667,8781.333333,1.740298
e2e,json-canon,canonicalize,bad-literal,invalid,3,0,3,6.182853,6.322545,6.334962,5.286490,1.148667,4.419000,8698.666667,0.000000
e2e,schubfach,canonicalize,bad-literal,invalid,3,0,3,5.552514,6.354343,6.425617,4.660357,0.632333,4.275000,8560.000000,0.000000
e2e,json-canon,verify,bad-literal,invalid,3,0,3,6.006225,7.052762,7.145788,4.869496,1.238333,3.935000,8781.333333,0.000000
e2e,schubfach,verify,bad-literal,invalid,3,0,3,5.643061,6.256465,6.310990,4.707902,0.718000,4.245667,8670.666667,0.000000
e2e,json-canon,canonicalize,bad-number-leading-zero,invalid,3,0,3,3.397734,5.909998,6.133310,4.161039,1.612333,2.784667,8781.333333,0.000000
e2e,schubfach,canonicalize,bad-number-leading-zero,invalid,3,0,3,6.545039,7.390909,7.466097,6.543114,1.166667,5.654333,8588.000000,0.000000
e2e,json-canon,verify,bad-number-leading-zero,invalid,3,0,3,6.035450,6.229606,6.246864,5.026570,0.632000,4.732333,8809.333333,0.000000
e2e,schubfach,verify,bad-number-leading-zero,invalid,3,0,3,5.647345,6.402641,6.469779,5.908013,1.035333,5.198667,8698.666667,0.000000
e2e,json-canon,canonicalize,bad-unicode-escape,invalid,3,0,3,6.337397,7.285882,7.370192,6.573894,0.998000,6.082000,8698.666667,0.000000
e2e,schubfach,canonicalize,bad-unicode-escape,invalid,3,0,3,5.937174,6.870150,6.953081,6.152753,2.020000,4.441333,8781.333333,0.000000
e2e,json-canon,verify,bad-unicode-escape,invalid,3,0,3,6.844051,7.290957,7.330682,5.993839,0.860000,5.556667,8698.666667,0.000000
e2e,schubfach,verify,bad-unicode-escape,invalid,3,0,3,5.040076,5.410799,5.443752,4.064686,1.318333,2.976333,8670.666667,0.000000
e2e,json-canon,canonicalize,canonical-minimal,valid,3,3,3,6.225069,7.187938,7.273526,5.886094,0.725333,5.452333,8670.666667,0.001200
e2e,schubfach,canonicalize,canonical-minimal,valid,3,3,3,5.466823,5.603269,5.615398,4.968035,1.184000,4.134000,8809.333333,0.001386
