track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
cli-algorithmic,json-canon,canonicalize,array-2048,valid,1,1,1,30.136182,30.136182,30.136182,30.136182,18.654000,15.708000,6880.000000,3.129771
cli-algorithmic,schubfach,canonicalize,array-2048,valid,1,1,1,23.506277,23.506277,23.506277,23.506277,17.447000,10.904000,6400.000000,4.012517
cli-algorithmic,json-canon,verify,array-2048,valid,1,1,1,18.779549,18.779549,18.779549,18.779549,18.995000,5.935000,7200.000000,5.022450
cli-algorithmic,schubfach,verify,array-2048,valid,1,1,1,8.874466,8.874466,8.874466,8.874466,7.458000,4.972000,6560.000000,10.628171
cli-algorithmic,json-canon,canonicalize,array-256,valid,1,1,1,10.496526,10.496526,10.496526,10.496526,2.224000,8.896000,5120.000000,1.082461
cli-algorithmic,schubfach,canonicalize,array-256,valid,1,1,1,2.324116,2.324116,2.324116,2.324116,0.000000,2.421000,4320.000000,4.888773
cli-algorithmic,json-canon,verify,array-256,valid,1,1,1,9.885612,9.885612,9.885612,9.885612,3.148000,7.347000,6080.000000,1.149355
cli-algorithmic,schubfach,verify,array-256,valid,1,1,1,10.122636,10.122636,10.122636,10.122636,2.089000,7.312000,6240.000000,1.122442
cli-algorithmic,json-canon,canonicalize,bad-literal,invalid,1,0,1,8.406473,8.406473,8.406473,8.406473,0.751000,8.262000,4000.000000,0.000000
cli-algorithmic,schubfach,canonicalize,bad-literal,invalid,1,0,1,1.937549,1.937549,1.937549,1.937549,0.691000,1.383000,4320.000000,0.000000
cli-algorithmic,json-canon,verify,bad-literal,invalid,1,0,1,10.466141,10.466141,10.466141,10.466141,4.108000,6.162000,4320.000000,0.000000
cli-algorithmic,schubfach,verify,bad-literal,invalid,1,0,1,7.312488,7.312488,7.312488,7.312488,0.965000,6.756000,5440.000000,0.000000
cli-algorithmic,json-canon,canonicalize,bad-number-leading-zero,invalid,1,0,1,3.624297,3.624297,3.624297,3.624297,0.921000,2.763000,4480.000000,0.000000
cli-algorithmic,schubfach,canonicalize,bad-number-leading-zero,invalid,1,0,1,7.580637,7.580637,7.580637,7.580637,3.057000,5.095000,5280.000000,0.000000
cli-algorithmic,json-canon,verify,bad-number-leading-zero,invalid,1,0,1,6.756522,6.756522,6.756522,6.756522,0.000000,7.222000,6240.000000,0.000000
cli-algorithmic,schubfach,verify,bad-number-leading-zero,invalid,1,0,1,5.146710,5.146710,5.146710,5.146710,1.100000,4.401000,5440.000000,0.000000
cli-algorithmic,json-canon,canonicalize,bad-unicode-escape,invalid,1,0,1,6.163146,6.163146,6.163146,6.163146,1.090000,5.453000,5120.000000,0.000000
cli-algorithmic,schubfach,canonicalize,bad-unicode-escape,invalid,1,0,1,1.733900,1.733900,1.733900,1.733900,0.000000,1.870000,4320.000000,0.000000
cli-algorithmic,json-canon,verify,bad-unicode-escape,invalid,1,0,1,11.020709,11.020709,11.020709,11.020709,3.804000,6.658000,4160.000000,0.000000
cli-algorithmic,schubfach,verify,bad-unicode-escape,invalid,1,0,1,5.795007,5.795007,5.795007,5.795007,0.778000,5.448000,6240.000000,0.000000
cli-algorithmic,json-canon,canonicalize,canonical-minimal,valid,1,1,1,6.710263,6.710263,6.710263,6.710263,0.000000,7.104000,5120.000000,0.000995
cli-algorithmic,schubfach,canonicalize,canonical-minimal,valid,1,1,1,5.412775,5.412775,5.412775,5.412775,0.965000,4.827000,5120.000000,0.001233
cli-algorithmic,json-canon,verify,canonical-minimal,valid,1,1,1,4.832206,4.832206,4.832206,4.832206,2.582000,2.582000,4480.000000,0.001382
cli-algorithmic,schubfach,verify,canonical-minimal,valid,1,1,1,5.333112,5.333112,5.333112,5.333112,1.652000,4.130000,6240.000000,0.001252
cli-algorithmic,json-canon,canonicalize,control-escapes,valid,1,1,1,6.350188,6.350188,6.350188,6.350188,2.257000,4.514000,5120.000000,0.008861
cli-algorithmic,schubfach,canonicalize,control-escapes,valid,1,1,1,6.514753,6.514753,6.514753,6.514753,0.000000,7.012000,4800.000000,0.008637
cli-algorithmic,json-canon,verify,control-escapes,valid,1,1,1,7.449134,7.449134,7.449134,7.449134,1.983000,5.949000,6240.000000,0.007553
cli-algorithmic,schubfach,verify,control-escapes,valid,1,1,1,5.418822,5.418822,5.418822,5.418822,0.000000,5.598000,5280.000000,0.010384
cli-algorithmic,json-canon,canonicalize,deep-64,valid,1,1,1,6.372862,6.372862,6.372862,6.372862,1.934000,4.836000,5120.000000,0.076320
cli-algorithmic,schubfach,canonicalize,deep-64,valid,1,1,1,6.099979,6.099979,6.099979,6.099979,2.152000,4.305000,6240.000000,0.079734
cli-algorithmic,json-canon,verify,deep-64,valid,1,1,1,6.587985,6.587985,6.587985,6.587985,2.350000,4.701000,5440.000000,0.073827
cli-algorithmic,schubfach,verify,deep-64,valid,1,1,1,8.067991,8.067991,8.067991,8.067991,0.937000,7.500000,5120.000000,0.060284
cli-algorithmic,json-canon,canonicalize,duplicate-decoded-key,invalid,1,0,1,5.946869,5.946869,5.946869,5.946869,0.000000,6.188000,5440.000000,0.000000
cli-algorithmic,schubfach,canonicalize,duplicate-decoded-key,invalid,1,0,1,4.160800,4.160800,4.160800,4.160800,0.000000,4.244000,4480.000000,0.000000
cli-algorithmic,json-canon,verify,duplicate-decoded-key,invalid,1,0,1,4.913697,4.913697,4.913697,4.913697,0.816000,4.083000,4320.000000,0.000000
cli-algorithmic,schubfach,verify,duplicate-decoded-key,invalid,1,0,1,7.118903,7.118903,7.118903,7.118903,2.180000,5.450000,5120.000000,0.000000
cli-algorithmic,json-canon,canonicalize,duplicate-key,invalid,1,0,1,5.861458,5.861458,5.861458,5.861458,0.000000,6.289000,6240.000000,0.000000
cli-algorithmic,schubfach,canonicalize,duplicate-key,invalid,1,0,1,3.417275,3.417275,3.417275,3.417275,1.164000,2.328000,4480.000000,0.000000
cli-algorithmic,json-canon,verify,duplicate-key,invalid,1,0,1,7.155949,7.155949,7.155949,7.155949,2.466000,4.933000,6240.000000,0.000000
cli-algorithmic,schubfach,verify,duplicate-key,invalid,1,0,1,7.018079,7.018079,7.018079,7.018079,2.495000,4.990000,6080.000000,0.000000
cli-algorithmic,json-canon,canonicalize,escaped-key-order,valid,1,1,1,3.873945,3.873945,3.873945,3.873945,2.120000,2.120000,4800.000000,0.004431
cli-algorithmic,schubfach,canonicalize,escaped-key-order,valid,1,1,1,5.474727,5.474727,5.474727,5.474727,0.000000,5.788000,6080.000000,0.003136
cli-algorithmic,json-canon,verify,escaped-key-order,valid,1,1,1,5.845965,5.845965,5.845965,5.845965,1.223000,4.892000,5280.000000,0.002121
cli-algorithmic,schubfach,verify,escaped-key-order,valid,1,1,1,5.842990,5.842990,5.842990,5.842990,1.010000,5.054000,4800.000000,0.002122
cli-algorithmic,json-canon,canonicalize,inf-literal,invalid,1,0,1,7.525269,7.525269,7.525269,7.525269,1.176000,7.061000,6240.000000,0.000000
cli-algorithmic,schubfach,canonicalize,inf-literal,invalid,1,0,1,6.739791,6.739791,6.739791,6.739791,0.000000,6.935000,5280.000000,0.000000
cli-algorithmic,json-canon,verify,inf-literal,invalid,1,0,1,6.431373,6.431373,6.431373,6.431373,0.957000,5.745000,5280.000000,0.000000
cli-algorithmic,schubfach,verify,inf-literal,invalid,1,0,1,5.890133,5.890133,5.890133,5.890133,0.000000,6.380000,6240.000000,0.000000
cli-algorithmic,json-canon,canonicalize,invalid-escape,invalid,1,0,1,1.788695,1.788695,1.788695,1.788695,0.000000,1.847000,4320.000000,0.000000
cli-algorithmic,schubfach,canonicalize,invalid-escape,invalid,1,0,1,5.710269,5.710269,5.710269,5.710269,1.189000,4.757000,5120.000000,0.000000
cli-algorithmic,json-canon,verify,invalid-escape,invalid,1,0,1,7.452388,7.452388,7.452388,7.452388,3.898000,3.898000,6080.000000,0.000000
cli-algorithmic,schubfach,verify,invalid-escape,invalid,1,0,1,5.556281,5.556281,5.556281,5.556281,0.991000,4.959000,6080.000000,0.000000
cli-algorithmic,json-canon,canonicalize,lone-high-surrogate,invalid,1,0,1,3.339560,3.339560,3.339560,3.339560,0.740000,2.961000,6240.000000,0.000000
cli-algorithmic,schubfach,canonicalize,lone-high-surrogate,invalid,1,0,1,5.724567,5.724567,5.724567,5.724567,0.000000,6.077000,6240.000000,0.000000
cli-algorithmic,json-canon,verify,lone-high-surrogate,invalid,1,0,1,4.180002,4.180002,4.180002,4.180002,2.224000,2.224000,4480.000000,0.000000
