track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
verify-only,json-canon,verify,array-2048,valid,1,1,1,7.171786,7.171786,7.171786,7.171786,4.640000,4.640000,7040.000000,13.151444
verify-only,json-canon-rs,verify,array-2048,valid,1,1,1,7.112766,7.112766,7.112766,7.112766,6.002000,3.038000,7200.000000,13.260572
verify-only,schubfach,verify,array-2048,valid,1,1,1,4.813324,4.813324,4.813324,4.813324,4.796000,1.598000,7040.000000,19.595469
verify-only,schubfach-rs,verify,array-2048,valid,1,1,1,6.484050,6.484050,6.484050,6.484050,5.340000,3.085000,6880.000000,14.546363
verify-only,json-canon,verify,array-256,valid,1,1,1,2.492202,2.492202,2.492202,2.492202,1.294000,1.294000,4960.000000,4.559051
verify-only,json-canon-rs,verify,array-256,valid,1,1,1,2.569988,2.569988,2.569988,2.569988,0.682000,1.963000,4480.000000,4.421062
verify-only,schubfach,verify,array-256,valid,1,1,1,1.557111,1.557111,1.557111,1.557111,0.810000,0.810000,4800.000000,7.296895
verify-only,schubfach-rs,verify,array-256,valid,1,1,1,1.946563,1.946563,1.946563,1.946563,2.034000,0.000000,4800.000000,5.836994
verify-only,json-canon,verify,canonical-minimal,valid,1,1,1,1.345130,1.345130,1.345130,1.345130,0.000000,1.386000,4320.000000,0.004963
verify-only,json-canon-rs,verify,canonical-minimal,valid,1,1,1,2.069132,2.069132,2.069132,2.069132,0.000000,2.125000,4960.000000,0.003226
verify-only,schubfach,verify,canonical-minimal,valid,1,1,1,1.754371,1.754371,1.754371,1.754371,0.000000,1.856000,4800.000000,0.003805
verify-only,schubfach-rs,verify,canonical-minimal,valid,1,1,1,1.355673,1.355673,1.355673,1.355673,0.378000,0.997000,4480.000000,0.004924
verify-only,json-canon,verify,control-escapes,valid,1,1,1,1.744912,1.744912,1.744912,1.744912,1.796000,0.000000,4640.000000,0.032246
verify-only,json-canon-rs,verify,control-escapes,valid,1,1,1,2.251877,2.251877,2.251877,2.251877,0.000000,2.336000,4960.000000,0.024987
verify-only,schubfach,verify,control-escapes,valid,1,1,1,1.642752,1.642752,1.642752,1.642752,0.000000,1.745000,4800.000000,0.034252
verify-only,schubfach-rs,verify,control-escapes,valid,1,1,1,1.756476,1.756476,1.756476,1.756476,0.000000,1.836000,4960.000000,0.032034
verify-only,json-canon,verify,deep-64,valid,1,1,1,1.431235,1.431235,1.431235,1.431235,0.000000,1.431000,4000.000000,0.339828
verify-only,json-canon-rs,verify,deep-64,valid,1,1,1,2.359078,2.359078,2.359078,2.359078,0.000000,2.416000,4800.000000,0.206171
verify-only,schubfach,verify,deep-64,valid,1,1,1,1.405399,1.405399,1.405399,1.405399,0.000000,1.485000,4800.000000,0.346075
verify-only,schubfach-rs,verify,deep-64,valid,1,1,1,2.283491,2.283491,2.283491,2.283491,0.000000,2.361000,4960.000000,0.212996
verify-only,json-canon,verify,escaped-key-order,valid,1,1,1,1.601163,1.601163,1.601163,1.601163,0.000000,1.623000,4800.000000,0.007743
verify-only,json-canon-rs,verify,escaped-key-order,valid,1,1,1,2.358007,2.358007,2.358007,2.358007,1.557000,0.899000,4320.000000,0.005258
verify-only,schubfach,verify,escaped-key-order,valid,1,1,1,1.594552,1.594552,1.594552,1.594552,0.000000,1.636000,4800.000000,0.007775
verify-only,schubfach-rs,verify,escaped-key-order,valid,1,1,1,1.450978,1.450978,1.450978,1.450978,0.000000,1.477000,4960.000000,0.008544
verify-only,json-canon,verify,long-string,valid,1,1,1,1.425327,1.425327,1.425327,1.425327,0.000000,1.468000,4640.000000,10.975109
verify-only,json-canon-rs,verify,long-string,valid,1,1,1,2.067870,2.067870,2.067870,2.067870,0.532000,1.591000,4960.000000,7.564847
verify-only,schubfach,verify,long-string,valid,1,1,1,1.638069,1.638069,1.638069,1.638069,0.000000,1.660000,4960.000000,9.549732
verify-only,schubfach-rs,verify,long-string,valid,1,1,1,1.723481,1.723481,1.723481,1.723481,1.168000,0.603000,4640.000000,9.076468
verify-only,json-canon,verify,nested-mixed,valid,1,1,1,1.877368,1.877368,1.877368,1.877368,0.000000,1.937000,4800.000000,0.024891
verify-only,json-canon-rs,verify,nested-mixed,valid,1,1,1,1.955977,1.955977,1.955977,1.955977,0.594000,1.464000,4800.000000,0.023891
verify-only,schubfach,verify,nested-mixed,valid,1,1,1,1.695239,1.695239,1.695239,1.695239,0.000000,1.732000,4000.000000,0.027565
verify-only,schubfach-rs,verify,nested-mixed,valid,1,1,1,2.347734,2.347734,2.347734,2.347734,0.889000,1.561000,4800.000000,0.019904
verify-only,json-canon,verify,numeric-boundary,valid,1,1,1,1.632802,1.632802,1.632802,1.632802,0.000000,1.658000,4800.000000,0.057239
verify-only,json-canon-rs,verify,numeric-boundary,valid,1,1,1,1.900706,1.900706,1.900706,1.900706,0.566000,1.381000,4800.000000,0.049171
verify-only,schubfach,verify,numeric-boundary,valid,1,1,1,1.608015,1.608015,1.608015,1.608015,0.000000,1.614000,4320.000000,0.058121
verify-only,schubfach-rs,verify,numeric-boundary,valid,1,1,1,2.231210,2.231210,2.231210,2.231210,0.000000,2.286000,4640.000000,0.041888
verify-only,json-canon,verify,rfc-key-sorting,valid,1,1,1,1.540043,1.540043,1.540043,1.540043,0.000000,1.599000,4960.000000,0.111465
verify-only,json-canon-rs,verify,rfc-key-sorting,valid,1,1,1,2.231611,2.231611,2.231611,2.231611,0.549000,1.783000,4800.000000,0.076923
verify-only,schubfach,verify,rfc-key-sorting,valid,1,1,1,1.761822,1.761822,1.761822,1.761822,1.236000,0.618000,4800.000000,0.097434
verify-only,schubfach-rs,verify,rfc-key-sorting,valid,1,1,1,2.102333,2.102333,2.102333,2.102333,0.597000,1.536000,4640.000000,0.081653
verify-only,json-canon,verify,small,valid,1,1,1,1.892801,1.892801,1.892801,1.892801,0.000000,1.956000,4640.000000,0.021161
verify-only,json-canon-rs,verify,small,valid,1,1,1,1.916732,1.916732,1.916732,1.916732,0.552000,1.397000,4960.000000,0.020897
verify-only,schubfach,verify,small,valid,1,1,1,1.683191,1.683191,1.683191,1.683191,0.000000,1.760000,4800.000000,0.023797
verify-only,schubfach-rs,verify,small,valid,1,1,1,1.725883,1.725883,1.725883,1.725883,0.642000,1.138000,4480.000000,0.023208
verify-only,json-canon,verify,surrogate-pair,valid,1,1,1,1.176091,1.176091,1.176091,1.176091,0.000000,1.228000,4960.000000,0.017029
verify-only,json-canon-rs,verify,surrogate-pair,valid,1,1,1,2.518567,2.518567,2.518567,2.518567,1.001000,1.576000,4160.000000,0.007952
verify-only,schubfach,verify,surrogate-pair,valid,1,1,1,1.159496,1.159496,1.159496,1.159496,0.000000,1.223000,4960.000000,0.017272
verify-only,schubfach-rs,verify,surrogate-pair,valid,1,1,1,2.189609,2.189609,2.189609,2.189609,0.603000,1.686000,4800.000000,0.009146
verify-only,json-canon,verify,unicode,valid,1,1,1,1.737635,1.737635,1.737635,1.737635,0.000000,1.835000,4960.000000,0.052688
verify-only,json-canon-rs,verify,unicode,valid,1,1,1,2.193370,2.193370,2.193370,2.193370,0.556000,1.747000,4960.000000,0.041741
verify-only,schubfach,verify,unicode,valid,1,1,1,1.665410,1.665410,1.665410,1.665410,0.588000,1.176000,4960.000000,0.054973
verify-only,schubfach-rs,verify,unicode,valid,1,1,1,2.083985,2.083985,2.083985,2.083985,0.000000,2.147000,4960.000000,0.043932
verify-only,json-canon,verify,verify-whitespace,valid,1,1,1,1.780579,1.780579,1.780579,1.780579,1.841000,0.000000,4640.000000,0.009105
verify-only,json-canon-rs,verify,verify-whitespace,valid,1,1,1,2.452459,2.452459,2.452459,2.452459,1.586000,0.969000,4640.000000,0.006611
verify-only,schubfach,verify,verify-whitespace,valid,1,1,1,1.488856,1.488856,1.488856,1.488856,0.000000,1.476000,4480.000000,0.010889
verify-only,schubfach-rs,verify,verify-whitespace,valid,1,1,1,2.060671,2.060671,2.060671,2.060671,0.572000,1.553000,4480.000000,0.007868
