goos: linux
goarch: amd64
pkg: github.com/lattice-substrate/jcs-bench-lab/internal/apibench
cpu: 12th Gen Intel(R) Core(TM) i7-12700K
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     472	   2514931 ns/op	  39.33 MB/s	 4939277 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     469	   2543548 ns/op	  38.88 MB/s	 4939275 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     472	   2546457 ns/op	  38.84 MB/s	 4939271 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     471	   2546218 ns/op	  38.84 MB/s	 4939278 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     475	   2541660 ns/op	  38.91 MB/s	 4939279 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     469	   2572860 ns/op	  38.44 MB/s	 4939276 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     470	   2550073 ns/op	  38.78 MB/s	 4939279 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     463	   2520972 ns/op	  39.23 MB/s	 4939277 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     481	   2558977 ns/op	  38.65 MB/s	 4939274 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-2048-20         	     475	   2564845 ns/op	  38.56 MB/s	 4939280 B/op	   49134 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    4014	    303767 ns/op	  39.22 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3814	    306549 ns/op	  38.86 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3878	    302077 ns/op	  39.44 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    4020	    307856 ns/op	  38.70 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3757	    303467 ns/op	  39.26 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    4029	    304924 ns/op	  39.07 MB/s	  604881 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3883	    307221 ns/op	  38.78 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    4056	    304570 ns/op	  39.12 MB/s	  604881 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3456	    300432 ns/op	  39.66 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/array-256-20          	    3922	    309260 ns/op	  38.52 MB/s	  604880 B/op	    6131 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3410244	       352.0 ns/op	  19.89 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3434890	       348.9 ns/op	  20.06 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3367672	       351.7 ns/op	  19.90 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3490578	       347.5 ns/op	  20.14 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3374300	       353.7 ns/op	  19.79 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3403377	       349.3 ns/op	  20.04 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3405726	       349.6 ns/op	  20.02 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3417822	       352.4 ns/op	  19.87 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3369267	       354.3 ns/op	  19.75 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/canonical-minimal-20  	 3475111	       351.4 ns/op	  19.92 MB/s	     504 B/op	       8 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  919216	      1319 ns/op	  44.75 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  876051	      1330 ns/op	  44.36 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  786777	      1337 ns/op	  44.12 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  832290	      1328 ns/op	  44.43 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  920911	      1337 ns/op	  44.11 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  910464	      1317 ns/op	  44.80 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  834598	      1336 ns/op	  44.16 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  781478	      1326 ns/op	  44.50 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  914607	      1325 ns/op	  44.53 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/control-escapes-20    	  849702	      1318 ns/op	  44.76 MB/s	    2064 B/op	      21 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32440	     36752 ns/op	  31.51 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   33088	     36459 ns/op	  31.76 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32763	     36412 ns/op	  31.80 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   33291	     37249 ns/op	  31.09 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32961	     36514 ns/op	  31.71 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   33076	     36927 ns/op	  31.36 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   33337	     36229 ns/op	  31.96 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32520	     36515 ns/op	  31.71 MB/s	   58960 B/op	     843 allocs/op
BenchmarkAPICanonicalizeSchubfach/deep-20               	   32629	     36389 ns/op	  31.82 MB/s	   58960 B/op	     843 allocs/op
