track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
e2e,json-canon,canonicalize,array-2048,valid,15,15,15,7.162760,8.793920,9.304804,7.422054,5.673200,3.619600,10245.066667,12.837996
e2e,schubfach,canonicalize,array-2048,valid,15,15,15,5.255089,6.220444,6.460340,5.322504,3.252733,2.943067,10278.133333,17.874131
e2e,json-canon,verify,array-2048,valid,15,15,15,7.226207,7.811803,7.935217,7.231410,5.583400,3.609867,10230.133333,13.078072
e2e,schubfach,verify,array-2048,valid,15,15,15,5.832024,6.918728,6.993662,5.767277,4.696000,2.869667,10199.200000,16.633153
e2e,json-canon,canonicalize,array-256,valid,15,15,15,2.484921,2.890424,2.905601,2.405483,0.665267,1.813267,10200.266667,4.875808
e2e,schubfach,canonicalize,array-256,valid,15,15,15,2.001473,2.511972,2.539202,2.017102,0.771667,1.319000,10247.200000,5.786246
e2e,json-canon,verify,array-256,valid,15,15,15,2.192256,2.895532,2.964377,2.257265,0.523333,1.799533,10213.066667,5.183077
e2e,schubfach,verify,array-256,valid,15,15,15,1.981572,2.487500,2.493073,2.019763,0.596133,1.493600,10247.200000,5.773929
e2e,json-canon,canonicalize,bad-literal,invalid,15,0,15,1.590198,1.903719,1.908993,1.530330,0.392267,1.190933,10277.066667,0.000000
e2e,schubfach,canonicalize,bad-literal,invalid,15,0,15,1.505195,1.744591,1.771679,1.466254,0.321733,1.193200,10245.066667,0.000000
e2e,json-canon,verify,bad-literal,invalid,15,0,15,1.608072,1.904213,1.907355,1.569025,0.422533,1.201533,10229.066667,0.000000
e2e,schubfach,verify,bad-literal,invalid,15,0,15,1.678038,1.806409,1.821418,1.551921,0.081600,1.522800,10197.066667,0.000000
e2e,json-canon,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.745298,1.913830,1.934420,1.647493,0.480733,1.226333,10230.133333,0.000000
e2e,schubfach,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.333123,1.708353,1.739683,1.409754,0.265800,1.185867,10245.066667,0.000000
e2e,json-canon,verify,bad-number-leading-zero,invalid,15,0,15,1.753009,1.922767,1.958435,1.630109,0.420467,1.266933,10213.066667,0.000000
