track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
e2e,json-canon,canonicalize,array-2048,valid,15,15,15,6.942821,7.852952,8.371271,7.063286,5.958933,3.005200,11849.066667,13.432906
e2e,json-canon-rs,canonicalize,array-2048,valid,15,15,15,4.385309,6.089995,6.116588,4.584013,3.912933,0.543733,12015.466667,21.033584
e2e,schubfach,canonicalize,array-2048,valid,15,15,15,5.490619,6.271534,6.620709,5.466207,3.369933,2.981000,11561.333333,17.462597
e2e,schubfach-rs,canonicalize,array-2048,valid,15,15,15,2.546765,3.194481,3.237471,2.606001,1.663867,0.850400,11670.666667,37.156707
e2e,json-canon,verify,array-2048,valid,15,15,15,6.998140,8.210993,8.567663,7.127986,5.901333,3.353000,11696.266667,13.322569
e2e,json-canon-rs,verify,array-2048,valid,15,15,15,3.995237,4.825523,5.712533,4.146454,3.214800,0.873867,11958.133333,23.019297
e2e,schubfach,verify,array-2048,valid,15,15,15,5.692462,6.146294,6.308507,5.623144,4.213200,3.233600,11907.733333,16.864576
e2e,schubfach-rs,verify,array-2048,valid,15,15,15,2.262069,3.129721,3.199068,2.418584,1.806467,0.551200,11851.466667,40.165459
e2e,json-canon,canonicalize,array-256,valid,15,15,15,2.006637,2.801286,2.804009,2.167163,0.605067,1.643067,11769.866667,5.387818
e2e,json-canon-rs,canonicalize,array-256,valid,15,15,15,1.187642,1.352413,1.353006,1.151582,0.890667,0.193533,11807.733333,10.112251
e2e,schubfach,canonicalize,array-256,valid,15,15,15,1.855918,2.443103,2.480876,1.922784,0.300200,1.692000,11874.666667,6.144732
e2e,schubfach-rs,canonicalize,array-256,valid,15,15,15,0.854374,0.920013,0.920880,0.827927,0.255333,0.520400,11602.666667,13.873777
e2e,json-canon,verify,array-256,valid,15,15,15,2.449899,2.821396,2.840827,2.354516,0.703933,1.739333,11620.266667,4.983007
e2e,json-canon-rs,verify,array-256,valid,15,15,15,1.284072,1.320091,1.333631,1.217015,0.773400,0.388800,11796.266667,9.529958
e2e,schubfach,verify,array-256,valid,15,15,15,1.770063,2.392458,2.394144,1.833625,0.517200,1.375333,11708.000000,6.381303
e2e,schubfach-rs,verify,array-256,valid,15,15,15,0.862989,0.898980,0.911941,0.821338,0.246933,0.513067,11382.133333,14.083928
e2e,json-canon,canonicalize,bad-literal,invalid,15,0,15,1.474800,1.886928,1.893809,1.539513,0.229400,1.370600,11603.200000,0.000000
e2e,json-canon-rs,canonicalize,bad-literal,invalid,15,0,15,0.616826,0.703782,0.710176,0.614066,0.250800,0.312667,11623.466667,0.000000
e2e,schubfach,canonicalize,bad-literal,invalid,15,0,15,1.372976,1.733361,1.745623,1.431677,0.059400,1.415467,12051.200000,0.000000
e2e,schubfach-rs,canonicalize,bad-literal,invalid,15,0,15,0.577069,0.631372,0.641567,0.549134,0.277467,0.207400,11884.266667,0.000000
e2e,json-canon,verify,bad-literal,invalid,15,0,15,1.257864,1.836471,1.847285,1.407320,0.305533,1.158400,11630.400000,0.000000
e2e,json-canon-rs,verify,bad-literal,invalid,15,0,15,0.609837,0.635521,0.637406,0.576646,0.200133,0.317533,11812.266667,0.000000
e2e,schubfach,verify,bad-literal,invalid,15,0,15,1.570433,1.732898,1.747095,1.413159,0.070533,1.388733,11620.800000,0.000000
e2e,schubfach-rs,verify,bad-literal,invalid,15,0,15,0.547620,0.594173,0.606610,0.526715,0.270467,0.194267,11539.466667,0.000000
e2e,json-canon,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.523178,1.986684,2.084262,1.584732,0.467533,1.168467,11965.066667,0.000000
e2e,json-canon-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.606670,0.659739,0.661220,0.595053,0.216200,0.318933,11676.800000,0.000000
e2e,schubfach,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.646828,1.890471,1.932652,1.509118,0.354867,1.212667,11817.333333,0.000000
e2e,schubfach-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.568850,0.595029,0.597386,0.564441,0.345000,0.164733,11716.800000,0.000000
