timestamp,impl,mode,workload,class,run,ok,exit_code,duration_ns,cpu_user_ns,cpu_system_ns,max_rss_kb,input_bytes,output_bytes,output_sha256,stderr_excerpt,error_class_hint
2026-03-05T05:26:08.633637419Z,schubfach,canonicalize,bad-literal,invalid,0,false,2,4973487,1019000,4078000,6880,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.640928553Z,schubfach,canonicalize,bad-literal,invalid,1,false,2,7251980,861000,6888000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.646422026Z,schubfach,canonicalize,bad-literal,invalid,2,false,2,5471219,964000,4823000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.66092448Z,json-canon,canonicalize,bad-literal,invalid,0,false,2,6418078,1988000,4971000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.668197776Z,json-canon,canonicalize,bad-literal,invalid,1,false,2,7249669,2178000,5446000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.674460933Z,json-canon,canonicalize,bad-literal,invalid,2,false,2,6240898,2183000,4367000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.682581497Z,schubfach,verify,bad-literal,invalid,0,false,2,2834956,0,2843000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.685669856Z,schubfach,verify,bad-literal,invalid,1,false,2,3074622,0,3277000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.68909305Z,schubfach,verify,bad-literal,invalid,2,false,2,3402665,917000,2753000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.701630135Z,json-canon,verify,bad-literal,invalid,0,false,2,7620757,3602000,4503000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.706718908Z,json-canon,verify,bad-literal,invalid,1,false,2,5068691,895000,4475000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.713319392Z,json-canon,verify,bad-literal,invalid,2,false,2,6548288,1731000,5194000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:26:08.726896496Z,schubfach,canonicalize,bad-number,invalid,0,false,2,7492592,0,7919000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.732372233Z,schubfach,canonicalize,bad-number,invalid,1,false,2,5435734,979000,4895000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.738530801Z,schubfach,canonicalize,bad-number,invalid,2,false,2,6137293,900000,5400000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.752896205Z,json-canon,canonicalize,bad-number,invalid,0,false,2,6130344,1968000,4592000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.759037512Z,json-canon,canonicalize,bad-number,invalid,1,false,2,6120463,1821000,4552000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.764888966Z,json-canon,canonicalize,bad-number,invalid,2,false,2,5832619,1579000,4738000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.776353495Z,schubfach,verify,bad-number,invalid,0,false,2,5448378,1676000,4190000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.782980267Z,schubfach,verify,bad-number,invalid,1,false,2,6606178,0,6769000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.790199698Z,schubfach,verify,bad-number,invalid,2,false,2,7175185,1075000,6453000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.806334864Z,json-canon,verify,bad-number,invalid,0,false,2,8236279,0,8840000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.812804257Z,json-canon,verify,bad-number,invalid,1,false,2,6448755,2580000,4300000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.820061461Z,json-canon,verify,bad-number,invalid,2,false,2,7229008,2219000,5549000,7040,8,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 6: leading zero in number\n,unknown
2026-03-05T05:26:08.832206678Z,schubfach,canonicalize,single-quote,invalid,0,false,2,5794730,2460000,3690000,7040,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:08.837655253Z,schubfach,canonicalize,single-quote,invalid,1,false,2,5432876,0,5876000,7040,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
2026-03-05T05:26:08.843224997Z,schubfach,canonicalize,single-quote,invalid,2,false,2,5562178,1196000,4786000,7200,7,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"error: jcserr: INVALID_GRAMMAR at byte 2: expected ""\"""", got ""'""\n",unknown
