track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
e2e,dragonbox,canonicalize,array-2048,valid,15,15,15,5.402773,6.099506,6.162968,5.362513,3.372800,2.823333,18918.400000,17.772967
e2e,dragonbox-rs,canonicalize,array-2048,valid,15,15,15,2.339876,3.212325,3.213911,2.468188,1.560133,0.796067,19187.733333,39.393599
e2e,json-canon,canonicalize,array-2048,valid,15,15,15,7.167573,7.996469,8.023584,7.144131,5.510400,3.561600,19408.000000,13.271696
e2e,json-canon-rs,canonicalize,array-2048,valid,15,15,15,3.876521,5.375321,5.649526,4.038981,3.389800,0.550733,19180.533333,23.938798
e2e,ryu,canonicalize,array-2048,valid,15,15,15,5.508487,6.115486,6.358775,5.440495,3.984600,2.271133,18781.066667,17.434247
e2e,ryu-rs,canonicalize,array-2048,valid,15,15,15,2.706605,3.129495,3.193677,2.600516,1.951533,0.545733,18922.400000,37.432563
e2e,schubfach,canonicalize,array-2048,valid,15,15,15,5.875727,6.260428,6.273170,5.713895,3.831667,2.735933,19339.466667,16.648153
e2e,schubfach-rs,canonicalize,array-2048,valid,15,15,15,2.395429,3.129264,3.159398,2.534077,2.032467,0.406667,19472.533333,38.008700
e2e,dragonbox,verify,array-2048,valid,15,15,15,5.799188,6.455504,6.458623,5.827808,3.619400,4.040533,19166.133333,16.296688
e2e,dragonbox-rs,verify,array-2048,valid,15,15,15,2.326597,3.131702,3.166543,2.341280,1.334533,0.936000,19349.866667,41.570536
e2e,json-canon,verify,array-2048,valid,15,15,15,7.106031,8.372851,8.448332,7.333703,6.158933,3.181333,18653.600000,12.944627
e2e,json-canon-rs,verify,array-2048,valid,15,15,15,3.752312,5.133560,5.569218,3.918622,3.020133,0.836000,19461.600000,24.530114
e2e,ryu,verify,array-2048,valid,15,15,15,5.479577,6.646095,7.133741,5.590057,4.441000,2.928533,19032.533333,17.088199
e2e,ryu-rs,verify,array-2048,valid,15,15,15,2.173798,2.941046,2.979881,2.289003,1.511533,0.712533,19280.266667,42.008204
e2e,schubfach,verify,array-2048,valid,15,15,15,5.562595,6.568396,6.585288,5.609084,3.895400,3.490733,18952.800000,17.014049
e2e,schubfach-rs,verify,array-2048,valid,15,15,15,2.693050,3.097201,3.121935,2.614983,1.861133,0.691467,18932.000000,37.399919
e2e,dragonbox,canonicalize,array-256,valid,15,15,15,1.773275,2.436547,2.452151,1.842588,0.689667,1.218867,18787.733333,6.397737
e2e,dragonbox-rs,canonicalize,array-256,valid,15,15,15,0.875553,0.946336,0.953500,0.850430,0.460667,0.332267,18754.666667,13.494143
e2e,json-canon,canonicalize,array-256,valid,15,15,15,2.330295,2.927023,2.958234,2.326344,1.061600,1.355800,19625.066667,5.045051
e2e,json-canon-rs,canonicalize,array-256,valid,15,15,15,1.087024,1.310005,1.317939,1.112543,0.796600,0.252667,19505.866667,10.418470
e2e,ryu,canonicalize,array-256,valid,15,15,15,2.158242,2.561372,2.651274,2.084520,0.705867,1.446133,19352.533333,5.590409
e2e,ryu-rs,canonicalize,array-256,valid,15,15,15,0.859368,0.918302,0.921861,0.837118,0.297400,0.475933,18895.466667,13.695683
e2e,schubfach,canonicalize,array-256,valid,15,15,15,1.958950,2.462496,2.501626,2.007539,0.815867,1.257600,19790.933333,5.839523
e2e,schubfach-rs,canonicalize,array-256,valid,15,15,15,0.876258,0.940339,0.942138,0.820587,0.422400,0.341667,19624.800000,14.056596
e2e,dragonbox,verify,array-256,valid,15,15,15,1.768271,2.485796,2.733380,1.860253,0.731200,1.192467,18959.733333,6.282471
e2e,dragonbox-rs,verify,array-256,valid,15,15,15,0.834511,0.896953,0.897193,0.809965,0.224800,0.525933,19225.866667,14.256082
e2e,json-canon,verify,array-256,valid,15,15,15,2.324725,2.894193,2.904671,2.320943,0.704600,1.694533,19160.533333,5.018379
e2e,json-canon-rs,verify,array-256,valid,15,15,15,1.084436,1.302126,1.306435,1.077456,0.427333,0.585533,19110.933333,10.791596
e2e,ryu,verify,array-256,valid,15,15,15,2.148063,2.504239,2.610334,2.110561,0.516667,1.668133,18848.533333,5.485192
e2e,ryu-rs,verify,array-256,valid,15,15,15,0.830973,0.886848,0.896143,0.803988,0.361867,0.389067,19281.333333,14.328733
e2e,schubfach,verify,array-256,valid,15,15,15,2.054447,2.568095,2.718674,2.037681,0.739733,1.367133,19398.666667,5.734232
e2e,schubfach-rs,verify,array-256,valid,15,15,15,0.861962,0.900164,0.902855,0.823725,0.479067,0.285867,19502.133333,14.003065
e2e,dragonbox,canonicalize,bad-literal,invalid,15,0,15,1.204809,1.741775,1.859666,1.299078,0.174467,1.173200,19139.733333,0.000000
e2e,dragonbox-rs,canonicalize,bad-literal,invalid,15,0,15,0.567619,0.628528,0.639393,0.560626,0.430000,0.069600,19046.400000,0.000000
e2e,json-canon,canonicalize,bad-literal,invalid,15,0,15,1.692199,1.905601,1.921793,1.559544,0.311533,1.317867,19479.466667,0.000000
e2e,json-canon-rs,canonicalize,bad-literal,invalid,15,0,15,0.643403,0.729239,0.768602,0.621615,0.216067,0.348267,19388.000000,0.000000
e2e,ryu,canonicalize,bad-literal,invalid,15,0,15,1.539568,1.791346,1.798215,1.506073,0.269800,1.294800,19034.400000,0.000000
e2e,ryu-rs,canonicalize,bad-literal,invalid,15,0,15,0.565662,0.636638,0.697896,0.554853,0.288333,0.206600,19329.600000,0.000000
e2e,schubfach,canonicalize,bad-literal,invalid,15,0,15,1.274611,1.761966,1.784043,1.366550,0.174867,1.241800,19581.600000,0.000000
e2e,schubfach-rs,canonicalize,bad-literal,invalid,15,0,15,0.539050,0.580942,0.581139,0.526351,0.343200,0.119133,19404.533333,0.000000
e2e,dragonbox,verify,bad-literal,invalid,15,0,15,1.581530,1.766552,1.772938,1.528704,0.109933,1.467600,19168.000000,0.000000
e2e,dragonbox-rs,verify,bad-literal,invalid,15,0,15,0.563250,0.614833,0.617210,0.555024,0.285133,0.208467,18970.133333,0.000000
e2e,json-canon,verify,bad-literal,invalid,15,0,15,1.726116,1.995400,2.047208,1.622302,0.222533,1.466867,19335.466667,0.000000
e2e,json-canon-rs,verify,bad-literal,invalid,15,0,15,0.615576,0.658199,0.662425,0.612962,0.336533,0.226867,18825.600000,0.000000
e2e,ryu,verify,bad-literal,invalid,15,0,15,1.483567,1.774001,1.796008,1.476832,0.389200,1.140600,18674.133333,0.000000
e2e,ryu-rs,verify,bad-literal,invalid,15,0,15,0.569711,0.635629,0.713076,0.561524,0.303667,0.201933,19181.333333,0.000000
e2e,schubfach,verify,bad-literal,invalid,15,0,15,1.608318,1.772451,1.873952,1.532092,0.115467,1.470067,19303.466667,0.000000
e2e,schubfach-rs,verify,bad-literal,invalid,15,0,15,0.569378,0.592581,0.592901,0.560794,0.408067,0.098267,19070.666667,0.000000
e2e,dragonbox,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.720254,1.902146,2.014204,1.623820,0.235067,1.444467,19616.533333,0.000000
e2e,dragonbox-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.559220,0.631066,0.651070,0.555801,0.258067,0.233600,19329.066667,0.000000
e2e,json-canon,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.792768,2.035676,2.240822,1.696142,0.274600,1.428867,19027.733333,0.000000
e2e,json-canon-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.624185,0.682156,0.727222,0.602954,0.316533,0.229000,19568.800000,0.000000
e2e,ryu,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.621231,1.715795,1.716744,1.457903,0.261733,1.244067,19281.066667,0.000000
e2e,ryu-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.566337,0.658322,0.728760,0.567823,0.276067,0.228800,19288.266667,0.000000
e2e,schubfach,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.623268,1.792642,1.796025,1.524017,0.327000,1.243667,19179.200000,0.000000
e2e,schubfach-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.547289,0.616510,0.694699,0.544363,0.267333,0.218667,19329.333333,0.000000
e2e,dragonbox,verify,bad-number-leading-zero,invalid,15,0,15,1.377445,1.751708,1.763700,1.420263,0.236267,1.229133,19367.200000,0.000000
e2e,dragonbox-rs,verify,bad-number-leading-zero,invalid,15,0,15,0.559894,0.617067,0.654509,0.552760,0.229200,0.261533,19224.800000,0.000000
e2e,json-canon,verify,bad-number-leading-zero,invalid,15,0,15,1.835749,1.987627,2.036284,1.747468,0.481600,1.324000,19074.666667,0.000000
e2e,json-canon-rs,verify,bad-number-leading-zero,invalid,15,0,15,0.633222,0.681685,0.689089,0.629728,0.418533,0.156600,19133.333333,0.000000
e2e,ryu,verify,bad-number-leading-zero,invalid,15,0,15,1.500908,1.806978,1.811943,1.493888,0.394267,1.156467,18641.600000,0.000000
e2e,ryu-rs,verify,bad-number-leading-zero,invalid,15,0,15,0.558681,0.621475,0.671368,0.555770,0.329000,0.169333,19122.666667,0.000000
e2e,schubfach,verify,bad-number-leading-zero,invalid,15,0,15,1.399968,1.719910,1.729884,1.436680,0.136200,1.343200,19363.466667,0.000000
e2e,schubfach-rs,verify,bad-number-leading-zero,invalid,15,0,15,0.551067,0.586105,0.586675,0.543018,0.326267,0.159867,19336.000000,0.000000
e2e,dragonbox,canonicalize,bad-unicode-escape,invalid,15,0,15,1.521493,1.728605,1.749760,1.449159,0.160467,1.335533,19112.000000,0.000000
e2e,dragonbox-rs,canonicalize,bad-unicode-escape,invalid,15,0,15,0.575931,0.648858,0.664176,0.573228,0.232333,0.281533,18603.200000,0.000000
e2e,json-canon,canonicalize,bad-unicode-escape,invalid,15,0,15,1.764891,2.022386,2.063055,1.699132,0.000000,1.764133,18895.466667,0.000000
e2e,json-canon-rs,canonicalize,bad-unicode-escape,invalid,15,0,15,0.622812,0.674082,0.711655,0.602412,0.283200,0.258800,18802.933333,0.000000
e2e,ryu,canonicalize,bad-unicode-escape,invalid,15,0,15,1.698612,1.842341,1.877211,1.564144,0.199600,1.415800,18412.000000,0.000000
e2e,ryu-rs,canonicalize,bad-unicode-escape,invalid,15,0,15,0.559649,0.650560,0.670162,0.564718,0.293200,0.203067,18276.800000,0.000000
e2e,schubfach,canonicalize,bad-unicode-escape,invalid,15,0,15,1.598830,1.839304,1.852270,1.549052,0.327533,1.281400,19184.800000,0.000000
e2e,schubfach-rs,canonicalize,bad-unicode-escape,invalid,15,0,15,0.557338,0.634319,0.656116,0.568009,0.375600,0.136667,19182.666667,0.000000
e2e,dragonbox,verify,bad-unicode-escape,invalid,15,0,15,1.392564,1.906162,1.938122,1.493913,0.126467,1.429333,19043.733333,0.000000
e2e,dragonbox-rs,verify,bad-unicode-escape,invalid,15,0,15,0.564662,0.631887,0.633995,0.551051,0.201933,0.292200,19517.600000,0.000000
