track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
e2e,json-canon,canonicalize,array-2048,valid,15,15,15,7.273757,7.902233,8.068179,7.202282,5.474933,3.634800,13701.066667,13.156614
e2e,json-canon-rs,canonicalize,array-2048,valid,15,15,15,4.505814,5.612528,5.728395,4.606104,3.699467,0.813800,14203.200000,20.725376
e2e,schubfach,canonicalize,array-2048,valid,15,15,15,5.487439,6.693866,6.814882,5.642305,3.535533,2.969533,14089.600000,16.859487
e2e,schubfach-rs,canonicalize,array-2048,valid,15,15,15,2.662896,3.161056,3.236673,2.663902,1.897267,0.675733,14121.600000,36.163439
e2e,json-canon,verify,array-2048,valid,15,15,15,7.017315,8.016697,8.056567,7.124884,5.434000,3.716267,14266.133333,13.324250
e2e,json-canon-rs,verify,array-2048,valid,15,15,15,4.174976,5.372529,5.604497,4.379565,3.518333,0.793267,14093.333333,21.880733
e2e,schubfach,verify,array-2048,valid,15,15,15,5.580547,6.364133,6.564683,5.693839,4.394867,3.131667,14002.400000,16.670975
e2e,schubfach-rs,verify,array-2048,valid,15,15,15,2.377485,3.052953,3.055223,2.450854,1.706733,0.683000,14236.800000,39.657535
e2e,json-canon,canonicalize,array-256,valid,15,15,15,2.400764,3.043631,3.181770,2.382746,0.891933,1.578867,14303.733333,4.953904
e2e,json-canon-rs,canonicalize,array-256,valid,15,15,15,1.116300,1.350020,1.385536,1.148573,0.708000,0.381667,14225.866667,10.130899
e2e,schubfach,canonicalize,array-256,valid,15,15,15,1.695922,2.418945,2.573140,1.839797,0.966133,0.927000,13872.533333,6.397412
e2e,schubfach-rs,canonicalize,array-256,valid,15,15,15,0.886682,0.927476,0.975875,0.865632,0.530533,0.276600,14200.800000,13.234456
e2e,json-canon,verify,array-256,valid,15,15,15,2.235053,2.862820,2.936063,2.246415,0.934467,1.383333,14386.933333,5.211297
e2e,json-canon-rs,verify,array-256,valid,15,15,15,1.267837,1.385665,1.451859,1.205954,0.657600,0.492600,14201.866667,9.627527
e2e,schubfach,verify,array-256,valid,15,15,15,2.228016,2.535887,2.593889,2.087378,0.970200,1.190267,14183.200000,5.649742
e2e,schubfach-rs,verify,array-256,valid,15,15,15,0.855825,0.919436,0.920146,0.817138,0.386667,0.363467,14088.800000,14.184598
e2e,json-canon,canonicalize,bad-literal,invalid,15,0,15,1.762299,1.916498,1.978751,1.657189,0.290467,1.435000,14236.800000,0.000000
e2e,json-canon-rs,canonicalize,bad-literal,invalid,15,0,15,0.628759,0.673141,0.685914,0.607830,0.345867,0.202200,14033.600000,0.000000
e2e,schubfach,canonicalize,bad-literal,invalid,15,0,15,1.657089,1.843413,1.874630,1.464134,0.275733,1.231133,14124.266667,0.000000
e2e,schubfach-rs,canonicalize,bad-literal,invalid,15,0,15,0.585507,0.629151,0.652912,0.567846,0.335667,0.170600,14038.666667,0.000000
e2e,json-canon,verify,bad-literal,invalid,15,0,15,1.793857,2.068624,2.145647,1.657806,0.474400,1.247533,14317.066667,0.000000
e2e,json-canon-rs,verify,bad-literal,invalid,15,0,15,0.621366,0.683597,0.720375,0.605194,0.359667,0.181467,13957.333333,0.000000
e2e,schubfach,verify,bad-literal,invalid,15,0,15,1.623114,1.724364,1.749898,1.447737,0.374933,1.127867,13852.533333,0.000000
e2e,schubfach-rs,verify,bad-literal,invalid,15,0,15,0.564404,0.667838,0.759640,0.572125,0.333133,0.182600,14154.133333,0.000000
e2e,json-canon,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.761988,1.960453,1.981799,1.681330,0.178600,1.568933,13945.066667,0.000000
e2e,json-canon-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.637549,0.733909,0.853753,0.653516,0.439533,0.154267,14046.666667,0.000000
e2e,schubfach,canonicalize,bad-number-leading-zero,invalid,15,0,15,1.587938,1.756133,1.760214,1.487086,0.206267,1.330600,13702.666667,0.000000
e2e,schubfach-rs,canonicalize,bad-number-leading-zero,invalid,15,0,15,0.583227,0.671299,0.684733,0.595541,0.216867,0.308867,14125.866667,0.000000
e2e,json-canon,verify,bad-number-leading-zero,invalid,15,0,15,1.675744,1.876435,1.883219,1.591989,0.195267,1.465867,13993.333333,0.000000
e2e,json-canon-rs,verify,bad-number-leading-zero,invalid,15,0,15,0.634880,0.799002,0.828851,0.653908,0.320400,0.270133,14452.266667,0.000000
