timestamp,impl,mode,workload,class,run,ok,exit_code,duration_ns,cpu_user_ns,cpu_system_ns,max_rss_kb,input_bytes,output_bytes,output_sha256,stderr_excerpt,error_class_hint
2026-03-05T05:28:29.737073012Z,schubfach,canonicalize,bad-literal,invalid,0,false,2,5789999,1757000,4393000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.743263241Z,schubfach,canonicalize,bad-literal,invalid,1,false,2,6164096,0,6504000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.748846303Z,schubfach,canonicalize,bad-literal,invalid,2,false,2,5566311,585000,5273000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.762282516Z,json-canon,canonicalize,bad-literal,invalid,0,false,2,7369067,3377000,4503000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.768384544Z,json-canon,canonicalize,bad-literal,invalid,1,false,2,6072821,2596000,3894000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.776227454Z,json-canon,canonicalize,bad-literal,invalid,2,false,2,7824558,0,8288000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.789775337Z,schubfach,verify,bad-literal,invalid,0,false,2,5833232,0,6333000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.795677009Z,schubfach,verify,bad-literal,invalid,1,false,2,5886132,904000,5425000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.801560149Z,schubfach,verify,bad-literal,invalid,2,false,2,5861761,888000,5331000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
2026-03-05T05:28:29.813591333Z,json-canon,verify,bad-literal,invalid,0,false,2,5893867,1847000,4618000,7040,9,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,error: jcserr: INVALID_GRAMMAR at byte 5: invalid literal\n,unknown
