track,impl,mode,workload,class,n,successes,oracle_passes,p50_ms,p95_ms,p99_ms,avg_ms,avg_cpu_user_ms,avg_cpu_system_ms,avg_max_rss_kb,avg_throughput_mb_s
verify-only,json-canon,verify,array-2048,valid,2,2,2,16.419351,24.097493,24.779995,16.419351,15.106500,5.344000,7360.000000,7.868719
verify-only,schubfach,verify,array-2048,valid,2,2,2,19.844684,25.949539,26.492193,19.844684,15.103500,10.559000,6800.000000,5.381648
verify-only,json-canon,verify,array-256,valid,2,2,2,7.098997,9.212096,9.399927,7.098997,3.797000,3.732000,4080.000000,1.797095
verify-only,schubfach,verify,array-256,valid,2,2,2,6.488968,7.661808,7.766060,6.488968,2.234000,4.737000,4080.000000,1.824571
verify-only,json-canon,verify,canonical-minimal,valid,2,2,2,4.699085,7.305072,7.536715,4.699085,1.494500,3.427500,4240.000000,0.002290
verify-only,schubfach,verify,canonical-minimal,valid,2,2,2,2.897840,4.212663,4.329537,2.897840,0.000000,2.950000,3760.000000,0.003089
verify-only,json-canon,verify,control-escapes,valid,2,2,2,5.387996,7.160486,7.318040,5.387996,1.715500,3.988000,4080.000000,0.012053
verify-only,schubfach,verify,control-escapes,valid,2,2,2,5.973764,6.228775,6.251442,5.973764,2.291000,3.981500,4160.000000,0.009440
verify-only,json-canon,verify,deep-64,valid,2,2,2,7.815932,8.671143,8.747162,7.815932,0.733000,7.660500,4400.000000,0.063162
verify-only,schubfach,verify,deep-64,valid,2,2,2,2.796625,3.766664,3.852890,2.796625,0.951000,1.967000,3840.000000,0.204253
verify-only,json-canon,verify,escaped-key-order,valid,2,2,2,4.159641,5.933152,6.090798,4.159641,1.085000,3.308500,3760.000000,0.003843
verify-only,schubfach,verify,escaped-key-order,valid,2,2,2,3.529380,3.606185,3.613012,3.529380,0.947000,2.777500,4400.000000,0.003515
verify-only,json-canon,verify,long-string,valid,2,2,2,1.868024,1.906522,1.909944,1.868024,0.000000,1.922500,3840.000000,8.378544
verify-only,schubfach,verify,long-string,valid,2,2,2,2.804667,2.873738,2.879877,2.804667,0.000000,2.920500,3840.000000,5.581710
verify-only,json-canon,verify,nested-mixed,valid,2,2,2,6.932125,7.304390,7.337480,6.932125,2.012500,5.230000,4240.000000,0.006765
verify-only,schubfach,verify,nested-mixed,valid,2,2,2,6.456710,6.469346,6.470469,6.456710,2.728000,3.978000,4320.000000,0.007237
verify-only,json-canon,verify,numeric-boundary,valid,2,2,2,5.207189,6.601452,6.725386,5.207189,1.780000,3.676500,4000.000000,0.019691
verify-only,schubfach,verify,numeric-boundary,valid,2,2,2,4.923315,5.055374,5.067112,4.923315,1.797500,3.347000,4080.000000,0.019000
verify-only,json-canon,verify,rfc-key-sorting,valid,2,2,2,5.766571,6.264828,6.309118,5.766571,1.651500,4.444000,4160.000000,0.030045
verify-only,schubfach,verify,rfc-key-sorting,valid,2,2,2,6.256629,6.621525,6.653960,6.256629,0.446000,6.182500,4160.000000,0.027552
verify-only,json-canon,verify,small,valid,2,2,2,3.352602,4.111638,4.179108,3.352602,0.898000,2.634000,4080.000000,0.012754
verify-only,schubfach,verify,small,valid,2,2,2,3.648810,4.582045,4.664999,3.648810,0.509000,3.407000,4320.000000,0.011942
verify-only,json-canon,verify,surrogate-pair,valid,2,2,2,4.563613,4.772222,4.790765,4.563613,0.992500,3.637500,3760.000000,0.004400
verify-only,schubfach,verify,surrogate-pair,valid,2,2,2,4.080157,4.324853,4.346604,4.080157,0.655500,3.590000,4000.000000,0.004930
verify-only,json-canon,verify,unicode,valid,2,2,2,7.868520,8.235743,8.268385,7.868520,1.849500,6.474500,3840.000000,0.011667
verify-only,schubfach,verify,unicode,valid,2,2,2,5.075196,6.962491,7.130250,5.075196,1.075500,4.251500,3840.000000,0.021753
verify-only,json-canon,verify,verify-whitespace,valid,2,2,2,3.441133,4.525092,4.621444,3.441133,0.398000,3.154000,3760.000000,0.005369
verify-only,schubfach,verify,verify-whitespace,valid,2,2,2,6.013260,6.047109,6.050118,6.013260,2.642500,3.727500,4000.000000,0.002696
